19000000,Ysvs,Eive Kfqe,940526108856,3.13,940526108856
19000001,Qqjy,Fbnb Pyeb,940526103241,3.56,940526103241
19000002,Xebx,Ezjz Sumv,940526101408,3.68,940526101408
19000003,Koje,Ampz Fclq,940526106332,3.42,940526106332
19000004,Nwbd,Zpai Pzee,940526104153,3.41,940526104153
19000005,Ddxd,Kktm Jnke,940526105448,3.25,940526105448
19000006,Pqxr,Apfp Oneg,940526106358,3.09,940526106358
19000007,Pamz,Vxqj Kbed,940526105230,3.44,940526105230
19000008,Hnyz,Tnef Ysqc,940526106580,3.45,940526106580
19000009,Cwiu,Lbrl Lleh,940526104923,3.82,940526104923
19000010,Mdxr,Bdvw Kbmc,940526109940,3.6,940526109940
19000011,Ouke,Mxlm Nlih,940526106048,3.32,940526106048
19000012,Tbza,Vbpp Coul,940526107018,3.42,940526107018
19000013,Pall,Dhpw Njor,940526103794,3.31,940526103794
19000014,Jpxq,Kvbd Zswt,940526109825,3.59,940526109825
19000015,Xlme,Avxg Gxbo,940526108360,3.59,940526108360
19000016,Qnjr,Pece Goxu,940526109055,3.0,940526109055
19000017,Ckni,Chwh Voaj,940526105922,3.46,940526105922
19000018,Fhsb,Kfdv Tqhb,940526105712,3.43,940526105712
19000019,Qiuq,Djap Zadi,940526109025,3.53,940526109025
