19000000,Dfct,Leri Dtuo,940526106798,3.33,940526106798
19000001,Rbvt,Qbts Zvkp,940526100515,3.95,940526100515
19000002,Wrcq,Sanu Kwxd,940526108273,3.71,940526108273
19000003,Wjzq,Betc Dvfs,940526105255,3.23,940526105255
19000004,Ueuv,Eqxl Ydnc,940526106595,3.61,940526106595
19000005,Lalu,Snpw Mjgi,940526109401,3.05,940526109401
19000006,Xmiu,Wjha Yyrw,940526106563,3.79,940526106563
19000007,Whwg,Otdv Uftz,940526104650,3.22,940526104650
19000008,Tjuj,Rinr Dork,940526100385,3.81,940526100385
19000009,Uvjq,Vcxj Xwwx,940526100454,3.48,940526100454
19000010,Keoa,Cqvz Sewd,940526103978,3.09,940526103978
19000011,Tdqa,Tcps Tzqg,940526100615,3.12,940526100615
19000012,Mgbb,Qzhw Dcac,940526101199,3.77,940526101199
19000013,Jnnk,Ezew Nzza,940526105792,3.04,940526105792
19000014,Ijte,Eava Vmms,940526101790,3.02,940526101790
19000015,Hinf,Bvds Zgun,940526107662,3.7,940526107662
19000016,Rybi,Mwsj Altz,940526107958,3.62,940526107958
19000017,Pwlf,Wtll Jmxg,940526101414,3.96,940526101414
19000018,Ffrj,Jbvo Pnar,940526106646,3.8,940526106646
19000019,Klvp,Jftk Kvws,940526109243,3.45,940526109243
19000020,Hret,Frqg Msue,940526101250,3.35,940526101250
19000021,Bfrf,Wfek Etfg,940526109042,3.07,940526109042
19000022,Leek,Kpif Ewgh,940526102790,3.94,940526102790
19000023,Lkic,Ymfc Jmjr,940526100512,3.16,940526100512
19000024,Ywdd,Ljbq Vgsh,940526104581,3.45,940526104581
19000025,Ifzr,Vgln Dzon,940526101929,3.81,940526101929
19000026,Iycg,Ijxv Usyp,940526106638,3.89,940526106638
19000027,Uorl,Iulx Qjhe,940526101078,3.1,940526101078
19000028,Ajjf,Ckil Uwiw,940526101917,3.65,940526101917
19000029,Ngig,Xwfq Abbr,940526106140,3.1,940526106140
19000030,Ostb,Odnn Gdcr,940526104682,3.55,940526104682
19000031,Aipr,Gjko Rfhp,940526100888,3.84,940526100888
19000032,Yawj,Feuv Tnfb,940526109612,3.09,940526109612
19000033,Ryyr,Mlad Ggls,940526103619,3.75,940526103619
19000034,Kpll,Xfbr Meaz,940526109551,3.26,940526109551
19000035,Sbic,Dfkl Yvej,940526108977,3.21,940526108977
19000036,Qpff,Earr Pdda,940526103590,3.87,940526103590
19000037,Azbp,Kvcv Kkmn,940526105286,3.87,940526105286
19000038,Nazv,Tsnm Rmzj,940526101584,3.74,940526101584
19000039,Dpla,Dqud Xwvx,940526109176,3.69,940526109176
19000040,Plkp,Gjxg Ryyk,940526107809,3.83,940526107809
19000041,Noyq,Icwl Asul,940526108314,3.56,940526108314
19000042,Xlpp,Zacr Fovb,940526105060,3.63,940526105060
19000043,Uljw,Bjdj Goid,940526104250,3.66,940526104250
19000044,Jvkw,Xbwf Ctus,940526104286,3.47,940526104286
19000045,Mybc,Ywzv Maso,940526100253,3.79,940526100253
19000046,Jthy,Akgl Yumk,940526101464,3.26,940526101464
19000047,Itgt,Ptsb Iffm,940526106048,3.92,940526106048
19000048,Tusm,Rsuh Swra,940526102147,3.34,940526102147
19000049,Dgir,Jnsq Tbhd,940526108963,3.58,940526108963
19000050,Xjeu,Akkl Uwel,940526104374,3.62,940526104374
19000051,Zwhj,Yduj Ntsy,940526102854,3.25,940526102854
19000052,Zunw,Wleh Eddd,940526106902,3.21,940526106902
19000053,Jxqx,Qryu Fmzi,940526108609,3.26,940526108609
19000054,Qqal,Fvza Gizo,940526106722,3.61,940526106722
19000055,Thic,Yejf Trjc,940526107647,3.28,940526107647
19000056,Akdn,Yjln Ocpm,940526107967,3.46,940526107967
19000057,Jsdn,Mfmi Ricy,940526107452,3.9,940526107452
19000058,Nlfh,Ogqq Nvzu,940526103431,3.82,940526103431
19000059,Sdvu,Kabp Qegf,940526109871,3.63,940526109871
