19000000,Agmo,Evfi Ihxm,940526100892,3.08,940526100892
19000001,Wvve,Bzwk Bqyl,940526102364,3.91,940526102364
19000002,Yiyg,Aqdm Ziym,940526102314,3.41,940526102314
19000003,Umtk,Fpho Afio,940526104461,3.98,940526104461
19000004,Qcai,Swft Yqhz,940526100949,3.7,940526100949
19000005,Pvmp,Enzu Peqq,940526100532,3.3,940526100532
19000006,Gdpz,Cqch Hhos,940526102606,3.8,940526102606
19000007,Dodr,Usdf Cpgp,940526105672,3.97,940526105672
19000008,Srnq,Mabk Uzfe,940526107804,3.03,940526107804
19000009,Dqvi,Gexd Thcq,940526102212,3.66,940526102212
19000010,Scqp,Zbhd Mhpp,940526102787,3.44,940526102787
19000011,Fanu,Urbm Wtsg,940526104183,3.36,940526104183
19000012,Aysa,Npqb Ipim,940526100395,3.27,940526100395
19000013,Nfij,Qsuq Vjyx,940526104028,3.94,940526104028
19000014,Mmnk,Fwmd Rgxn,940526104901,3.17,940526104901
19000015,Utkr,Byqa Uexz,940526103994,3.04,940526103994
19000016,Yksl,Sjxv Mcmd,940526101767,3.69,940526101767
19000017,Ragl,Wufj Ejbg,940526102997,3.51,940526102997
19000018,Otdm,Cqpr Scdg,940526107056,3.18,940526107056
19000019,Gnxx,Dfbo Kvsi,940526104882,3.9,940526104882
19000020,Gemc,Vxxk Aucl,940526105057,3.75,940526105057
19000021,Ajie,Iawo Gfpw,940526103320,3.58,940526103320
19000022,Ebem,Reld Jbbw,940526102054,3.34,940526102054
19000023,Iqtv,Bqil Kujh,940526106197,3.69,940526106197
19000024,Koqd,Brpj Hptm,940526101480,3.24,940526101480
19000025,Tcgc,Bezp Wybu,940526100740,3.87,940526100740
19000026,Wznv,Zqrk Erfh,940526102599,3.63,940526102599
19000027,Gymd,Pibw Iium,940526100859,3.4,940526100859
19000028,Cyni,Wggx Wcbg,940526109716,3.81,940526109716
19000029,Gosa,Qrty Byif,940526105159,3.87,940526105159
19000030,Ybie,Jyjr Ytbc,940526100837,3.34,940526100837
19000031,Qbbg,Hrho Ywyg,940526106439,3.74,940526106439
19000032,Gyxu,Ttut Tfvp,940526103461,3.95,940526103461
19000033,Miyz,Vgeh Yrxz,940526102130,3.96,940526102130
19000034,Plfe,Oroc Aagv,940526103892,3.04,940526103892
19000035,Wyit,Fjsc Povn,940526103212,3.17,940526103212
