19000000,Bfwt,Mqer Pvqn,940526109681,3.65,940526109681
19000000,Zxgx,Gzmf Kaah,940526105296,3.65,940526105296
75763742,Bfwt,Mqer Pvqn,940526104671,3.65,940526104671
52036156,Pxgr,Zzjh Jnks,940526109681,3.65,940526109681
19000001,Nkse,Pcns Xwjj,940526107726,3.93,940526107726
19000001,Dhbc,Tfnj Pdnn,940526105819,3.93,940526105819
45674127,Nkse,Pcns Xwjj,940526108824,3.93,940526108824
45667077,Nkvh,Udwp Mkyk,940526107726,3.93,940526107726
19000002,Nddp,Uekm Omrd,940526103488,3.28,940526103488
19000002,Lrkg,Uyex Chxi,940526108902,3.28,940526108902
11044340,Nddp,Uekm Omrd,940526107847,3.28,940526107847
37213625,Oido,Zyam Maiq,940526103488,3.28,940526103488
19000003,Lyfw,Eala Qglx,940526107751,3.8,940526107751
19000003,Byke,Oonf Nkdz,940526101433,3.8,940526101433
13621724,Lyfw,Eala Qglx,940526104975,3.8,940526104975
06373133,Auup,Nmzb Cqib,940526107751,3.8,940526107751
19000004,Zxro,Dpam Pgwa,940526108546,3.25,940526108546
19000004,Gdhk,Hrgy Upqk,940526109927,3.25,940526109927
66162506,Zxro,Dpam Pgwa,940526101754,3.25,940526101754
17605200,Taqu,Whid Wsru,940526108546,3.25,940526108546
19000005,Htlg,Ptou Cniw,940526100419,3.5,940526100419
19000005,Xdpn,Pluz Ajcq,940526108978,3.5,940526108978
57633613,Htlg,Ptou Cniw,940526103907,3.5,940526103907
27732437,Zlbz,Mjhi Zkuo,940526100419,3.5,940526100419
19000006,Bpcu,Crmg Zhde,940526107186,3.68,940526107186
19000006,Lver,Scza Dgki,940526109867,3.68,940526109867
13546712,Bpcu,Crmg Zhde,940526109057,3.68,940526109057
67466310,Fbar,Twny Mcon,940526107186,3.68,940526107186
19000007,Bvxg,Wuxe Dued,940526101539,3.81,940526101539
19000007,Wapu,Imvs Ucma,940526107562,3.81,940526107562
60617522,Bvxg,Wuxe Dued,940526106002,3.81,940526106002
63113115,Dkxf,Ugtd Halc,940526101539,3.81,940526101539
19000008,Sjei,Hrmx Qmvm,940526105224,3.57,940526105224
19000008,Psut,Ceoi Qtuz,940526100005,3.57,940526100005
55766031,Sjei,Hrmx Qmvm,940526108798,3.57,940526108798
13574610,Jyxp,Olfj Fpgf,940526105224,3.57,940526105224
19000009,Pyll,Hwhl Pvcp,940526108039,3.64,940526108039
19000009,Uzzb,Xyvd Tulc,940526105076,3.64,940526105076
07231401,Pyll,Hwhl Pvcp,940526102858,3.64,940526102858
67471004,Ekrv,Nwie Mtcu,940526108039,3.64,940526108039
19000010,Yjlp,Ythi Emtn,940526100742,3.15,940526100742
19000010,Aiih,Bkrf Iyvr,940526109602,3.15,940526109602
14061733,Yjlp,Ythi Emtn,940526105907,3.15,940526105907
30174353,Afif,Qrkf Cxqa,940526100742,3.15,940526100742
19000011,Qxzu,Mvwk Lugi,940526105413,3.99,940526105413
19000011,Jhrx,Ddbr Ssrb,940526100613,3.99,940526100613
46523031,Qxzu,Mvwk Lugi,940526101521,3.99,940526101521
14276545,Miey,Itot Amiz,940526105413,3.99,940526105413
19000012,Jdtu,Dvck Xlnt,940526100916,3.28,940526100916
19000012,Gidc,Rmko Fneg,940526109899,3.28,940526109899
13440250,Jdtu,Dvck Xlnt,940526109871,3.28,940526109871
27067550,Ifcg,Knxx Xxub,940526100916,3.28,940526100916
19000013,Ylrj,Yqvs Tvlq,940526101173,3.07,940526101173
19000013,Dlhs,Hlks Kvyi,940526104623,3.07,940526104623
31042310,Ylrj,Yqvs Tvlq,940526101966,3.07,940526101966
46716755,Epox,Tiqd Aelj,940526101173,3.07,940526101173
19000014,Zkxt,Lyuf Jrhm,940526109298,3.7,940526109298
19000014,Gswq,Hgxq Bygf,940526100939,3.7,940526100939
05052660,Zkxt,Lyuf Jrhm,940526107776,3.7,940526107776
57372614,Awgd,Ggsz Nuvt,940526109298,3.7,940526109298
19000015,Exnr,Jnsy Ldwu,940526101680,3.64,940526101680
19000015,Zikh,Ltdm Kgip,940526106399,3.64,940526106399
34455123,Exnr,Jnsy Ldwu,940526100516,3.64,940526100516
22602505,Xjtg,Flha Syau,940526101680,3.64,940526101680
19000016,Mlwn,Leii Sedl,940526106067,3.51,940526106067
19000016,Tats,Ewwe Zzdi,940526107583,3.51,940526107583
77562272,Mlwn,Leii Sedl,940526109127,3.51,940526109127
06226330,Nmzi,Yahx Utgc,940526106067,3.51,940526106067
