19000015,Jzfk,Ljlr Fhea,940526106853,3.77,940526106853
19000016,Fpsi,Izag Xvtl,940526100958,3.18,940526100958
19000017,Vkxo,Curz Cvul,940526103581,3.88,940526103581
19000018,Zjpr,Ktpw Xmcu,940526103594,3.39,940526103594
19000019,Ojfn,Gomy Tuie,940526100090,3.11,940526100090
19000020,Uxeq,Fvph Tzam,940526104185,3.89,940526104185
19000021,Kmsq,Btlz Obzn,940526105586,3.72,940526105586
19000022,Djgk,Sowt Vphs,940526109623,3.94,940526109623
19000023,Twyp,Zkkq Fqda,940526103916,3.42,940526103916
19000024,Spji,Uwjm Axqx,940526104190,3.67,940526104190
19000025,Lhaf,Aqbw Dwks,940526104457,3.81,940526104457
19000026,Ytgx,Xmxl Vbdn,940526106371,3.25,940526106371
19000027,Yhvx,Islz Etms,940526109128,3.31,940526109128
19000028,Ktrb,Gltx Nhbf,940526106030,3.03,940526106030
19000029,Xoew,Csnt Znyl,940526100882,3.33,940526100882
19000030,Vbsf,Smej Bfhw,940526106142,3.44,940526106142
19000031,Yrqw,Wwzd Foen,940526104428,3.83,940526104428
19000032,Vnfs,Rrah Nqkc,940526101465,3.4,940526101465
19000033,Kqaw,Vfrk Fttz,940526107544,3.96,940526107544
19000034,Zpno,Gldl Rkwv,940526104829,3.1,940526104829
19000035,Gsxk,Pqmd Nnno,940526107867,3.4,940526107867
19000036,Dzgn,Sqvq Tgyt,940526109894,3.87,940526109894
19000037,Ofhx,Pnyq Piey,940526101754,3.59,940526101754
19000038,Oxet,Gigy Smpn,940526101205,3.97,940526101205
19000039,Gygg,Vstf Mopa,940526107485,3.15,940526107485
19000040,Qswp,Lpxp Cqir,940526109730,3.58,940526109730
19000041,Snjn,Wsjx Tewc,940526106458,3.12,940526106458
19000042,Tnwl,Mrnj Mgnh,940526100888,3.08,940526100888
19000043,Lcok,Luod Aneo,940526101121,3.1,940526101121
19000044,Ylyq,Midu Ysxn,940526104418,3.72,940526104418
19000045,Cwjc,Asyn Ngvy,940526103381,3.1,940526103381
19000046,Wtsv,Nleb Lfgy,940526104743,3.65,940526104743
19000047,Ifya,Vhzg Clmd,940526105481,3.43,940526105481
19000048,Utki,Udwc Nsny,940526100080,3.56,940526100080
19000049,Pbws,Fhqz Cuyb,940526102883,3.34,940526102883
19000050,Jgpr,Fpcj Cayb,940526101354,3.5,940526101354
19000051,Grfa,Trkc Cvfl,940526109735,3.49,940526109735
19000052,Zykh,Pbur Nred,940526100065,3.66,940526100065
19000053,Dldw,Zzes Fjox,940526105510,3.47,940526105510
19000054,Quoq,Xlnq Ecnj,940526104701,3.27,940526104701
19000055,Pdpf,Bslx Azwg,940526108963,3.59,940526108963
19000056,Dnxe,Nzdf Didu,940526108147,3.18,940526108147
19000057,Chrr,Ikme Qzxd,940526104429,3.92,940526104429
19000058,Fgka,Xwal Tgjm,940526108987,3.78,940526108987
19000059,Hzyb,Rbpe Rdky,940526107195,3.98,940526107195
19000060,Vmzb,Risl Erdm,940526105032,3.73,940526105032
19000061,Awoh,Vppm Qbyv,940526101552,3.51,940526101552
19000062,Duna,Lozh Lhzu,940526106228,3.0,940526106228
19000063,Ccvs,Xeod Bjil,940526100237,3.01,940526100237
19000064,Uovr,Pljn Jkrq,940526109684,3.65,940526109684
19000065,Gwln,Kfci Jbns,940526107800,3.58,940526107800
19000066,Mspr,Rqyj Pfef,940526107891,3.91,940526107891
19000067,Twsv,Wtcd Hifb,940526104905,3.31,940526104905
19000068,Ksug,Tmua Lnin,940526107608,3.62,940526107608
19000069,Afjq,Icut Mypz,940526107385,3.47,940526107385
19000070,Yepj,Amjm Psra,940526109285,3.92,940526109285
19000071,Vixh,Cmct Gekw,940526108218,3.35,940526108218
19000072,Uent,Gnhi Slbp,940526106167,3.4,940526106167
19000073,Jnun,Ybzt Hzqb,940526101397,3.82,940526101397
19000074,Bnpm,Wriv Pjuu,940526107582,3.59,940526107582
19000075,Rlif,Sgjj Piwu,940526106887,3.08,940526106887
19000076,Pwnp,Lvsb Zrws,940526109113,3.32,940526109113
19000077,Uxze,Qylp Swsy,940526101821,3.25,940526101821
